phase,hop_count,distance,seq_len,compiled,elapsed_s,loss,sys_mem_gb
train,3,45,191,False,4.782332943985239,10.018501281738281,103.27866744995117
train,4,0,14,True,23.200374451000243,18.56321907043457,103.54521179199219
train,4,0,14,False,0.520443007000722,18.45370864868164,103.54437637329102
train,4,0,14,False,0.517197765992023,18.48365592956543,103.54140853881836
train,4,0,14,False,0.5189606420462951,18.371288299560547,103.53947067260742
train,4,3,29,True,23.81747255299706,15.851469039916992,103.85437393188477
train,4,3,29,False,0.6868561619194224,15.774829864501953,103.85245513916016
train,4,3,29,False,0.6798856100067496,15.710939407348633,103.8477554321289
train,4,3,29,False,0.6801493220264092,15.56452465057373,103.84674835205078
train,4,9,59,True,28.489964684005827,12.460301399230957,104.08822250366211
train,4,9,59,False,1.5932395509444177,12.451977729797363,104.0831298828125
train,4,9,59,False,1.596337478957139,12.387894630432129,104.07958602905273
train,4,9,59,False,1.5864613481098786,12.267507553100586,104.07241821289062
train,4,21,119,True,30.068541095941328,10.817962646484375,104.37967681884766
train,4,21,119,False,3.0925807500025257,10.78381633758545,104.36268997192383
train,4,21,119,False,3.074386488995515,10.727412223815918,104.34750366210938
train,4,21,119,False,3.0972667849855497,10.777253150939941,104.34304809570312
train,4,45,239,True,34.15729379898403,10.016633987426758,104.66341018676758
train,4,45,239,False,5.897789272945374,10.047743797302246,104.63901138305664
train,4,45,239,False,5.873506888980046,9.953361511230469,104.630859375
train,4,45,239,False,5.900115108001046,9.961338996887207,104.62144470214844
train,5,0,17,False,0.5774534259689972,17.416793823242188,104.62516021728516
train,5,0,17,False,0.5674192439764738,17.37432861328125,104.63278198242188
train,5,0,17,False,0.5605898299254477,17.321367263793945,104.62779235839844
train,5,0,17,False,0.5673820080701262,17.111268997192383,104.62679672241211
train,5,3,35,False,1.3569731089519337,14.909214973449707,104.63273239135742
train,5,3,35,False,1.3349496109876782,14.93589973449707,104.62299346923828
train,5,3,35,False,1.3364455830305815,14.848526000976562,104.62044525146484
train,5,3,35,False,1.3338415269972757,14.827629089355469,104.6170768737793
train,5,9,71,False,2.117149199009873,12.156365394592285,104.62880325317383
train,5,9,71,False,2.1008286019787192,12.144773483276367,104.61729049682617
train,5,9,71,False,2.110209199017845,12.042268753051758,104.60974884033203
train,5,9,71,False,2.102568616042845,11.978410720825195,104.62799835205078
train,5,21,143,False,3.784874334000051,10.68057632446289,104.64278411865234
train,5,21,143,False,3.795360298943706,10.625329971313477,104.6254997253418
train,5,21,143,False,3.7728844730881974,10.60452938079834,104.6194953918457
train,5,21,143,False,3.7895406120223925,10.609003067016602,104.61371231079102
train,5,45,287,True,37.18114159395918,9.875207901000977,105.00788497924805
train,5,45,287,False,6.851280331029557,9.855146408081055,104.99397277832031
train,5,45,287,False,6.850265444954857,9.817949295043945,104.98564147949219
train,5,45,287,False,6.8593048020266,9.861631393432617,104.96702194213867
eval1,5,45,287,,70.07917415502016,0.0,104.9421615600586
eval1,4,45,239,,57.90176147699822,0.0,104.98300552368164
eval1,3,45,191,,45.97893927595578,0.0,105.10479736328125
eval1,2,45,143,,37.12279091705568,0.0,105.22761154174805
eval1,5,21,143,,4.577742916997522,0.0,105.34045791625977
eval1,4,21,119,,29.278478538966738,0.0,105.32334899902344
eval1,1,45,95,,26.92806606204249,0.0,105.45337295532227
eval1,3,21,95,,3.7328256459441036,0.0,105.62540817260742
eval1,2,21,71,,21.724116391967982,0.0,105.6335334777832
eval1,5,9,71,,3.458619198994711,0.0,105.78368377685547
eval1,4,9,59,,19.06953203107696,0.0,105.73046112060547
eval1,1,21,47,,16.590614124084823,0.0,105.8416862487793
eval1,3,9,47,,3.000446941005066,0.0,106.01409912109375
eval1,2,9,35,,15.194847082020715,0.0,106.01371383666992
eval1,5,3,35,,2.8637404330074787,0.0,106.1525993347168
eval1,4,3,29,,13.839660587953404,0.0,106.18082427978516
eval1,1,9,23,,12.369759754976258,0.0,106.21346282958984
eval1,3,3,23,,2.5014352459693328,0.0,106.38650894165039
eval1,2,3,17,,10.96145850699395,0.0,106.31627655029297
eval1,5,0,17,,2.3600824220338836,0.0,106.46778869628906
eval1,4,0,14,,10.080388513975777,0.0,106.54768371582031
eval1,1,3,11,,8.889403267996386,0.0,106.67335510253906
eval1,3,0,11,,2.3378033390035853,0.0,106.76094436645508
eval1,2,0,8,,8.487467649043538,0.0,106.79065704345703
eval1,1,0,5,,8.018876026035286,0.0,106.8663444519043
eval2,5,45,287,,7.655169020057656,0.0,106.93035888671875
eval2,4,45,239,,6.279405145091005,0.0,107.01308059692383
eval2,3,45,191,,5.396860114997253,0.0,107.02093505859375
eval2,2,45,143,,4.867678091977723,0.0,107.04741668701172
eval2,5,21,143,,4.778674122062512,0.0,107.10389709472656
eval2,4,21,119,,4.399280137033202,0.0,107.14420318603516
eval2,1,45,95,,3.942855110974051,0.0,107.17182159423828
eval2,3,21,95,,3.8671687429305166,0.0,107.22352600097656
eval2,2,21,71,,3.4762353140395135,0.0,107.2652473449707
eval2,5,9,71,,3.6481688050553203,0.0,107.29583740234375
eval2,4,9,59,,3.346288377069868,0.0,107.34872436523438
eval2,1,21,47,,3.2140003240201622,0.0,107.37487411499023
eval2,3,9,47,,3.127517072018236,0.0,107.43668365478516
eval2,2,9,35,,3.1155177790205926,0.0,107.4742431640625
eval2,5,3,35,,3.027833563974127,0.0,107.49284744262695
eval2,4,3,29,,2.5971522229956463,0.0,107.5327377319336
eval2,1,9,23,,2.494611309026368,0.0,107.56808853149414
eval2,3,3,23,,2.6024684400763363,0.0,107.6060905456543
eval2,2,3,17,,2.5018577909795567,0.0,107.64095306396484
eval2,5,0,17,,2.451250293990597,0.0,107.67936706542969
eval2,4,0,14,,2.458055227994919,0.0,107.73868560791016
eval2,1,3,11,,2.3768006609752774,0.0,107.77252578735352
eval2,3,0,11,,2.457209580927156,0.0,107.80675506591797
eval2,2,0,8,,2.315966428956017,0.0,107.8182601928711
eval2,1,0,5,,2.278783662011847,0.0,107.88123321533203
