phase,hop_count,distance,seq_len,compiled,elapsed_s,loss,sys_mem_gb
train,3,45,191,False,4.160303766024299,9.944705963134766,102.87907409667969
train,3,45,191,False,4.15144494001288,9.966048240661621,102.85990524291992
train,4,0,14,True,23.51511472009588,17.74667739868164,103.08858489990234
train,4,0,14,False,0.4673253399087116,17.63617706298828,103.08783721923828
train,4,0,14,False,0.4712784639559686,17.611703872680664,103.08783721923828
train,4,0,14,False,0.47193280898500234,17.283674240112305,103.08153533935547
train,4,3,29,True,24.413483474985696,14.719649314880371,103.3204231262207
train,4,3,29,False,0.6365363160148263,14.593222618103027,103.31326293945312
train,4,3,29,False,0.6201771190389991,14.426350593566895,103.31172180175781
train,4,3,29,False,0.6262296279892325,14.22066879272461,103.31172943115234
train,4,9,59,True,29.800809296080843,12.070951461791992,103.51713180541992
train,4,9,59,False,1.3745456140022725,11.894139289855957,103.50497436523438
train,4,9,59,False,1.3931184880202636,11.80344009399414,103.48704528808594
train,4,9,59,False,1.389513864996843,11.707326889038086,103.48517990112305
train,4,21,119,True,33.46468803100288,10.600757598876953,103.75430679321289
train,4,21,119,False,2.6524232840165496,10.548759460449219,103.72909164428711
train,4,21,119,False,2.640258337953128,10.56567668914795,103.71733093261719
train,4,21,119,False,2.6411770150298253,10.49999713897705,103.70435333251953
train,4,45,239,True,36.893682644004,10.027656555175781,104.00635528564453
train,4,45,239,False,5.163159023039043,9.924394607543945,103.98959350585938
train,4,45,239,False,5.155457558925264,9.878886222839355,103.99202346801758
train,4,45,239,False,5.1388615620089695,9.893963813781738,103.97472381591797
train,5,0,17,False,0.525148225016892,16.548320770263672,103.97555160522461
train,5,0,17,False,0.5136946939164773,16.521991729736328,103.97360229492188
train,5,0,17,False,0.5100881370017305,16.486827850341797,103.97360229492188
train,5,0,17,False,0.513724228949286,16.323274612426758,103.9696159362793
train,5,3,35,False,1.1511549579445273,14.676131248474121,103.97961044311523
train,5,3,35,False,1.1417476430069655,14.524370193481445,103.97058868408203
train,5,3,35,False,1.1416776899714023,14.589272499084473,103.96904754638672
train,5,3,35,False,1.1398532360326499,14.431700706481934,103.96768951416016
train,5,9,71,False,1.842671234975569,11.8624906539917,103.97440719604492
train,5,9,71,False,1.8094227720284835,11.918127059936523,103.9705810546875
train,5,9,71,False,1.8199917710153386,11.781281471252441,103.96320724487305
train,5,9,71,False,1.8102985349250957,11.700258255004883,103.95267486572266
train,5,21,143,False,3.2812157350126654,10.553531646728516,103.96711730957031
